id,color_hex,brand,product_line,shade_name,product_type,color_rgb,color_hsl,color_lab_l,color_lab_a,color_lab_b,brightness,saturation,hue_degree,undertone,undertone_confidence,color_depth,color_family,color_family_confidence,finish,finish_confidence,recommended_skin_undertone,recommended_skin_depth,seasonal_palette
lancome-351b-rose-des-soupirants,#db4e76,Lancome,Rouge in Love,351B Rose Des Soupirants,lipstick,"{""r"":219,""g"":78,""b"":118}","{""h"":342.98,""s"":66.2,""l"":58.24}",53.8368,58.0787,7.6863,53.84,66.2,342.98,neutral,0.7833,medium,rose,0.6069,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
lancome-353m-rose-pitimini,#dc5171,Lancome,Rouge in Love,353M Rose Pitimini,lipstick,"{""r"":220,""g"":81,""b"":113}","{""h"":346.19,""s"":66.51,""l"":59.02}",54.3409,56.688,11.3957,54.34,66.51,346.19,neutral,0.7441,medium,red,0.53,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
lancome-361m-pink-bonbon,#e8509f,Lancome,Rouge in Love,361M Pink Bonbon,lipstick,"{""r"":232,""g"":80,""b"":159}","{""h"":328.82,""s"":76.77,""l"":61.18}",57.464,65.4107,-10.9441,57.46,76.77,328.82,cool,0.99,medium,red,0.45,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-375n-rose-me-rose-me-not,#c3326a,Lancome,Rouge in Love,"375N Rose Me, Rose Me Not",lipstick,"{""r"":195,""g"":50,""b"":106}","{""h"":336.83,""s"":59.18,""l"":48.04}",45.5346,60.3763,2.4986,45.53,59.18,336.83,neutral,0.6265,medium,rose,0.6069,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-377n-midnight-rose,#d83974,Lancome,Rouge in Love,377N Midnight Rose,lipstick,"{""r"":216,""g"":57,""b"":116}","{""h"":337.74,""s"":67.09,""l"":53.53}",50.4412,64.8137,3.9565,50.44,67.09,337.74,neutral,0.6265,medium,rose,0.6069,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
lancome-379n-rose-sulfureuse,#883b62,Lancome,Rouge in Love,379N Rose Sulfureuse,lipstick,"{""r"":136,""g"":59,""b"":98}","{""h"":329.61,""s"":39.49,""l"":38.24}",36.4523,37.4821,-7.0373,36.45,39.49,329.61,cool,0.6265,deep,rose,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-381b-violette-coquette,#ae3a9a,Lancome,Rouge in Love,381B Violette Coquette,lipstick,"{""r"":174,""g"":58,""b"":154}","{""h"":310.34,""s"":50.0,""l"":45.49}",44.7448,57.6786,-28.2826,44.74,50.0,310.34,cool,0.99,medium,red,0.5,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-383n-midnight-crush,#a84a5c,Lancome,Rouge in Love,383N Midnight Crush,lipstick,"{""r"":168,""g"":74,""b"":92}","{""h"":348.51,""s"":38.84,""l"":47.45}",44.2291,40.3927,8.6415,44.23,38.84,348.51,cool,0.7,medium,red,0.5571,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-78-wild-thoughts,#ec2b0b,Lancome,L'absolu Rouge Drama Matte,78 Wild Thoughts,lipstick,"{""r"":236,""g"":43,""b"":11}","{""h"":8.53,""s"":91.09,""l"":48.43}",51.3713,69.7581,61.4565,51.37,91.09,8.53,warm,0.99,medium,red,0.7691,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-82-tapis-rouge,#b7263c,Lancome,L'absolu Rouge Drama Matte,82 Tapis Rouge,lipstick,"{""r"":183,""g"":38,""b"":60}","{""h"":350.9,""s"":65.61,""l"":43.33}",40.8691,57.3352,24.3856,40.87,65.61,350.9,warm,0.99,deep,red,0.7691,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-157-obsessive-red-limited-edition,#e51a04,Lancome,L'absolu Rouge Drama Matte,157 Obsessive Red - Limited Edition,lipstick,"{""r"":229,""g"":26,""b"":4}","{""h"":5.87,""s"":96.57,""l"":45.69}",48.7741,71.1864,61.1743,48.77,96.57,5.87,warm,0.99,medium,red,0.9339,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-196-orange-sanguine,#b03f34,Lancome,L'absolu Rouge Drama Matte,196 Orange Sanguine,lipstick,"{""r"":176,""g"":63,""b"":52}","{""h"":5.32,""s"":54.39,""l"":44.71}",42.8173,45.3714,31.2753,42.82,54.39,5.32,warm,0.99,medium,red,0.69,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-274-sensualit-,#ad5a5c,Lancome,L'absolu Rouge Drama Matte,274 Sensualité,lipstick,"{""r"":173,""g"":90,""b"":92}","{""h"":358.55,""s"":33.6,""l"":51.57}",48.2242,33.9479,14.3201,48.22,33.6,358.55,warm,0.99,medium,red,0.7,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-313-rose-fulminante,#c12d68,Lancome,L'absolu Rouge Drama Matte,313 Rose Fulminante,lipstick,"{""r"":193,""g"":45,""b"":104}","{""h"":336.08,""s"":62.18,""l"":46.67}",44.5427,61.2318,2.2533,44.54,62.18,336.08,neutral,0.6265,medium,rose,0.6069,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-346-fatale-pink,#eb334c,Lancome,L'absolu Rouge Drama Matte,346 Fatale Pink,lipstick,"{""r"":235,""g"":51,""b"":76}","{""h"":351.85,""s"":82.14,""l"":56.08}",52.4616,69.1768,31.3414,52.46,82.14,351.85,warm,0.99,medium,red,0.69,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-370-pink-s-duction,#f7729b,Lancome,L'absolu Rouge Drama Matte,370 Pink Séduction,lipstick,"{""r"":247,""g"":114,""b"":155}","{""h"":341.5,""s"":89.26,""l"":70.78}",65.1056,54.8245,2.895,65.11,89.26,341.5,cool,0.85,light,pink,0.6583,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
lancome-382-pink-exaltation,#ff5188,Lancome,L'absolu Rouge Drama Matte,382 Pink Exaltation,lipstick,"{""r"":255,""g"":81,""b"":136}","{""h"":341.03,""s"":100.0,""l"":65.88}",60.7187,69.2235,7.7014,60.72,100.0,341.03,cool,0.7,light,pink,0.6583,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
lancome-388-rose-lanc-me-limited-edition,#db2552,Lancome,L'absolu Rouge Drama Matte,388 Rose Lancôme – Limited Edition,lipstick,"{""r"":219,""g"":37,""b"":82}","{""h"":345.16,""s"":71.65,""l"":50.2}",48.2566,68.6848,21.7455,48.26,71.65,345.16,warm,0.5,medium,red,0.53,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-505-adoration,#aa0814,Lancome,L'absolu Rouge Drama Matte,505 Adoration,lipstick,"{""r"":170,""g"":8,""b"":20}","{""h"":355.56,""s"":91.01,""l"":34.9}",35.5438,58.3929,41.2359,35.54,91.01,355.56,warm,0.99,deep,red,0.7691,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-507-dram-atic-limited-edition,#942b33,Lancome,L'absolu Rouge Drama Matte,507 Dram'atic - Limited Edition,lipstick,"{""r"":148,""g"":43,""b"":51}","{""h"":355.43,""s"":54.97,""l"":37.45}",34.528,44.2093,20.5956,34.53,54.97,355.43,warm,0.99,deep,red,0.7691,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-508-purple-temptation,#2b0d22,Lancome,L'absolu Rouge Drama Matte,508 Purple Temptation,lipstick,"{""r"":43,""g"":13,""b"":34}","{""h"":318.0,""s"":53.57,""l"":10.98}",8.2804,18.7471,-7.2752,8.28,53.57,318.0,cool,0.99,deep,red,0.99,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-509-purple-fascination,#391c16,Lancome,L'absolu Rouge Drama Matte,509 Purple Fascination,lipstick,"{""r"":57,""g"":28,""b"":22}","{""h"":10.29,""s"":44.3,""l"":15.49}",14.1652,13.4916,10.4071,14.17,44.3,10.29,warm,0.7,deep,red,0.7543,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-510-ardent-sand,#db9b88,Lancome,L'absolu Rouge Drama Matte,510 Ardent Sand,lipstick,"{""r"":219,""g"":155,""b"":136}","{""h"":13.73,""s"":53.55,""l"":69.61}",69.6708,21.5219,19.5143,69.67,53.55,13.73,warm,0.99,light,nude,0.45,matte,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
lancome-515-quartz-absolu,#b02d1b,Lancome,L'absolu Rouge Drama Matte,515 Quartz Absolu,lipstick,"{""r"":176,""g"":45,""b"":27}","{""h"":7.25,""s"":73.4,""l"":39.8}",39.897,51.6386,41.9528,39.9,73.4,7.25,warm,0.99,deep,red,0.6444,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-516-bronzite-absolu,#b04012,Lancome,L'absolu Rouge Drama Matte,516 Bronzite Absolu,lipstick,"{""r"":176,""g"":64,""b"":18}","{""h"":17.47,""s"":81.44,""l"":38.04}",42.678,43.7244,48.1773,42.68,81.44,17.47,warm,0.99,medium,red,0.5611,matte,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-517-saphir-absolu,#52555e,Lancome,L'absolu Rouge Drama Matte,517 Saphir Absolu,lipstick,"{""r"":82,""g"":85,""b"":94}","{""h"":225.0,""s"":6.82,""l"":34.51}",36.174,0.8625,-5.6212,36.17,6.82,225.0,cool,0.6265,deep,red,0.99,matte,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-02-silver-storm,#b19d91,Lancome,Kajal Lip Duo,02 Silver Storm,lipstick,"{""r"":177,""g"":157,""b"":145}","{""h"":22.5,""s"":17.02,""l"":63.14}",66.1409,5.3447,8.9607,66.14,17.02,22.5,neutral,0.8048,light,nude,0.6167,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
lancome-04-rosy-smash,#d77d86,Lancome,Kajal Lip Duo,04 Rosy Smash,lipstick,"{""r"":215,""g"":125,""b"":134}","{""h"":354.0,""s"":52.94,""l"":66.67}",62.3714,35.831,10.3894,62.37,52.94,354.0,neutral,0.5409,light,rose,0.6944,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
lancome-05-red-crush,#a63031,Lancome,Kajal Lip Duo,05 Red Crush,lipstick,"{""r"":166,""g"":48,""b"":49}","{""h"":359.49,""s"":55.14,""l"":41.96}",38.6299,48.1001,27.6578,38.63,55.14,359.49,warm,0.99,deep,red,0.7691,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-12-pink-clash,#a63d74,Lancome,Kajal Lip Duo,12 Pink Clash,lipstick,"{""r"":166,""g"":61,""b"":116}","{""h"":328.57,""s"":46.26,""l"":44.51}",42.3193,48.7106,-8.992,42.32,46.26,328.57,cool,0.99,medium,pink,0.4685,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
lancome-13-purple-meteor,#562636,Lancome,Kajal Lip Duo,13 Purple Meteor,lipstick,"{""r"":86,""g"":38,""b"":54}","{""h"":340.0,""s"":38.71,""l"":24.31}",22.4137,24.1992,0.2102,22.41,38.71,340.0,cool,0.99,deep,mauve,0.5088,satin,0.5088,"[""cool"",""neutral""]","[""medium"",""tan"",""deep""]",summer
lancome-14-nude-tornado,#bb656b,Lancome,Kajal Lip Duo,14 Nude Tornado,lipstick,"{""r"":187,""g"":101,""b"":107}","{""h"":355.81,""s"":38.74,""l"":56.47}",52.8797,35.0136,12.1647,52.88,38.74,355.81,warm,0.5468,medium,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
lancome-103-minimal-red,#b51829,Lancome,L'ABSOLU ROUGE x PROENZA,103 Minimal Red,lipstick,"{""r"":181,""g"":24,""b"":41}","{""h"":353.5,""s"":76.59,""l"":40.2}",38.9681,59.3962,33.6402,38.97,76.59,353.5,warm,0.99,deep,red,0.9339,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-106-pure-nude,#cc7f6f,Lancome,L'ABSOLU ROUGE x PROENZA,106 Pure Nude,lipstick,"{""r"":204,""g"":127,""b"":111}","{""h"":10.32,""s"":47.69,""l"":61.76}",60.9286,28.0262,21.2606,60.93,47.69,10.32,warm,0.6722,light,nude,0.45,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
lancome-110-graphic-orange,#b72927,Lancome,L'ABSOLU ROUGE x PROENZA,110 Graphic Orange,lipstick,"{""r"":183,""g"":41,""b"":39}","{""h"":0.83,""s"":64.86,""l"":43.53}",40.9012,55.5132,36.9836,40.9,64.86,0.83,warm,0.99,deep,red,0.6435,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-111-abstract-burgundy,#2f0f12,Lancome,L'ABSOLU ROUGE x PROENZA,111 Abstract Burgundy,lipstick,"{""r"":47,""g"":15,""b"":18}","{""h"":354.38,""s"":51.61,""l"":12.16}",8.9064,16.7204,5.5334,8.91,51.61,354.38,neutral,0.99,deep,red,0.69,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-01-pink-chroma,#b73b7a,Lancome,LIP KAJAL x PROENZA,01 Pink Chroma,lipstick,"{""r"":183,""g"":59,""b"":122}","{""h"":329.52,""s"":51.24,""l"":47.45}",45.0857,55.3694,-8.2391,45.09,51.24,329.52,cool,0.99,medium,pink,0.5,satin,0.5088,"[""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",summer
lancome-03-bold-red,#bf3b50,Lancome,LIP KAJAL x PROENZA,03 Bold Red,lipstick,"{""r"":191,""g"":59,""b"":80}","{""h"":350.45,""s"":52.8,""l"":49.02}",45.3409,53.8092,18.1515,45.34,52.8,350.45,warm,0.99,medium,red,0.99,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
lancome-08-orange-arty,#d52f21,Lancome,LIP KAJAL x PROENZA,08 Orange Arty,lipstick,"{""r"":213,""g"":47,""b"":33}","{""h"":4.67,""s"":73.17,""l"":48.24}",47.3574,62.4871,48.3606,47.36,73.17,4.67,warm,0.99,medium,orange,0.5138,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
lancome-10-pure-brown,#9c4e44,Lancome,LIP KAJAL x PROENZA,10 Pure Brown,lipstick,"{""r"":156,""g"":78,""b"":68}","{""h"":6.82,""s"":39.29,""l"":43.92}",42.6666,31.4633,20.8611,42.67,39.29,6.82,warm,0.99,medium,brown,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
lancome-400-framboise-pulse,#e97082,Lancome,SPRING 2018 LIMITED EDITION L'ABSOLU ROUGE,400 Framboise Pulse,lipstick,"{""r"":233,""g"":112,""b"":130}","{""h"":351.07,""s"":73.33,""l"":67.65}",62.1074,48.4438,12.6585,62.11,73.33,351.07,warm,0.99,light,red,0.8278,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-401-crunchy-myrtille,#d65c92,Lancome,SPRING 2018 LIMITED EDITION L'ABSOLU ROUGE,401 Crunchy Myrtille,lipstick,"{""r"":214,""g"":92,""b"":146}","{""h"":333.44,""s"":59.8,""l"":60.0}",56.1172,53.4041,-5.6445,56.12,59.8,333.44,cool,0.99,medium,red,0.5214,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
lancome-402-rose-acidul-e,#ff6cbd,Lancome,SPRING 2018 LIMITED EDITION L'ABSOLU ROUGE,402 Rose Acidulée,lipstick,"{""r"":255,""g"":108,""b"":189}","{""h"":326.94,""s"":100.0,""l"":71.18}",66.2628,64.0607,-14.5784,66.26,100.0,326.94,cool,0.7132,light,rose,0.45,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
lancome-403-zeste-mandarine,#ff6e4d,Lancome,SPRING 2018 LIMITED EDITION L'ABSOLU ROUGE,403 Zeste Mandarine,lipstick,"{""r"":255,""g"":110,""b"":77}","{""h"":11.12,""s"":100.0,""l"":65.1}",64.1237,53.2542,45.4373,64.12,100.0,11.12,warm,0.99,light,red,0.477,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
laura-geller-elite-terracotta-neutral,#bb5a52,Laura Geller,Modern Classic Lipstick,Elite - terracotta neutral,lipstick,"{""r"":187,""g"":90,""b"":82}","{""h"":4.57,""s"":43.57,""l"":52.75}",50.0842,38.3699,23.1122,50.08,43.57,4.57,warm,0.9217,medium,terracotta,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-wistful-apricot-nectar,#d5695e,Laura Geller,Modern Classic Lipstick,Wistful - apricot nectar,lipstick,"{""r"":213,""g"":105,""b"":94}","{""h"":5.55,""s"":58.62,""l"":60.2}",57.1351,41.4824,26.1029,57.14,58.62,5.55,warm,0.99,medium,peach,0.81,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
laura-geller-divine-rosy-coral,#cf5656,Laura Geller,Modern Classic Lipstick,Divine - rosy coral,lipstick,"{""r"":207,""g"":86,""b"":86}","{""h"":0.0,""s"":55.76,""l"":57.45}",52.5053,47.9362,24.5178,52.51,55.76,0.0,warm,0.99,medium,rose,0.61,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
laura-geller-legendary-soft-neutral-pink,#b45954,Laura Geller,Modern Classic Lipstick,Legendary - soft neutral pink,lipstick,"{""r"":180,""g"":89,""b"":84}","{""h"":3.12,""s"":39.02,""l"":51.76}",48.8726,36.3923,20.1399,48.87,39.02,3.12,warm,0.5468,medium,dusty-rose,0.5452,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-glorious-melon-mauve,#db7066,Laura Geller,Modern Classic Lipstick,Glorious - melon mauve,lipstick,"{""r"":219,""g"":112,""b"":102}","{""h"":5.13,""s"":61.9,""l"":62.94}",59.5364,40.8339,24.8552,59.54,61.9,5.13,cool,0.5782,light,mauve,0.5357,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
laura-geller-brilliant-true-neutral,#bf5f50,Laura Geller,Smart Pout Transfer-Proof Lipstick,Brilliant - true neutral,lipstick,"{""r"":191,""g"":95,""b"":80}","{""h"":8.11,""s"":46.44,""l"":53.14}",51.6593,37.1635,26.4348,51.66,46.44,8.11,warm,0.6722,medium,rose,0.5409,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-clever-medium-berry,#b6473c,Laura Geller,Smart Pout Transfer-Proof Lipstick,Clever - medium berry,lipstick,"{""r"":182,""g"":71,""b"":60}","{""h"":5.41,""s"":50.41,""l"":47.45}",45.3325,44.3077,29.8524,45.33,50.41,5.41,cool,0.5782,medium,berry,0.5357,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
laura-geller-wise-light-pink,#d85c5e,Laura Geller,Smart Pout Transfer-Proof Lipstick,Wise - light pink,lipstick,"{""r"":216,""g"":92,""b"":94}","{""h"":359.03,""s"":61.39,""l"":60.39}",55.1398,48.8872,23.5697,55.14,61.39,359.03,warm,0.99,medium,pink,0.5357,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
laura-geller-expert-medium-pink,#c84c5b,Laura Geller,Smart Pout Transfer-Proof Lipstick,Expert - medium pink,lipstick,"{""r"":200,""g"":76,""b"":91}","{""h"":352.74,""s"":52.99,""l"":54.12}",49.7464,50.4657,17.6805,49.75,52.99,352.74,warm,0.99,medium,pink,0.5357,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-guru-light-peach,#ea8874,Laura Geller,Smart Pout Transfer-Proof Lipstick,Guru - light peach,lipstick,"{""r"":234,""g"":136,""b"":116}","{""h"":10.17,""s"":73.75,""l"":68.63}",66.7987,35.3627,26.9794,66.8,73.75,10.17,warm,0.99,light,peach,0.477,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
laura-geller-honey-bun-warm-neutral-with-swirls-of-cinnamon-create-a-mauve,#ba5c4f,Laura Geller,Italian Marble Lipstick,Honey Bun - warm neutral with swirls of cinnamon create a mauve,lipstick,"{""r"":186,""g"":92,""b"":79}","{""h"":7.29,""s"":43.67,""l"":51.96}",50.288,36.7154,25.1037,50.29,43.67,7.29,warm,0.8395,medium,mauve,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-dolce-light-neutral-with-swirls-of-pink-create-a-sheer-coral,#f45d60,Laura Geller,Italian Marble Lipstick,Dolce - light neutral with swirls of pink create a sheer coral,lipstick,"{""r"":244,""g"":93,""b"":96}","{""h"":358.81,""s"":87.28,""l"":66.08}",59.8092,58.076,29.3545,59.81,87.28,358.81,warm,0.9588,light,coral,0.45,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",spring
laura-geller-berry-banana-warm-cream-with-swirls-of-berry-create-a-sheer-peach,#b7524d,Laura Geller,Italian Marble Lipstick,Berry Banana - warm cream with swirls of berry create a sheer peach,lipstick,"{""r"":183,""g"":82,""b"":77}","{""h"":2.83,""s"":42.4,""l"":50.98}",47.8039,40.5172,22.9702,47.8,42.4,2.83,warm,0.8633,medium,peach,0.45,sheer,0.45,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-strawberry-toffee-classic-pink-with-swirls-of-copper-create-a-soft-magenta,#f85c87,Laura Geller,Italian Marble Lipstick,Strawberry Toffee - classic pink with swirls of copper create a soft magenta,lipstick,"{""r"":248,""g"":92,""b"":135}","{""h"":343.46,""s"":91.76,""l"":66.67}",61.1031,62.8091,8.6746,61.1,91.76,343.46,cool,0.575,light,pink,0.6583,satin,0.5088,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
laura-geller-berry-vanilla-rose-swirls-of-coffee-cream-create-a-sheer-pale-pink,#bc8d86,Laura Geller,Italian Marble Lipstick,Berry Vanilla - rose & swirls of coffee + cream create a sheer pale pink,lipstick,"{""r"":188,""g"":141,""b"":134}","{""h"":7.78,""s"":28.72,""l"":63.14}",62.8975,16.8252,10.6874,62.9,28.72,7.78,cool,0.4926,light,rose,0.6205,sheer,0.45,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",summer
laura-geller-peach-bellini-cinnamon-with-swirls-of-peach-create-a-classic-berry,#d84046,Laura Geller,Italian Marble Lipstick,Peach Bellini - cinnamon with swirls of peach create a classic berry,lipstick,"{""r"":216,""g"":64,""b"":70}","{""h"":357.63,""s"":66.09,""l"":54.9}",50.3492,59.1498,31.4779,50.35,66.09,357.63,warm,0.893,medium,peach,0.45,satin,0.5088,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",spring
laura-geller-al-fresco-rosy-brown-with-swirls-of-beige-create-a-warm-rose,#a05958,Laura Geller,Italian Marble Lipstick,Al Fresco - rosy brown with swirls of beige create a warm rose,lipstick,"{""r"":160,""g"":89,""b"":88}","{""h"":0.83,""s"":29.03,""l"":48.63}",46.0758,28.9927,13.4741,46.08,29.03,0.83,warm,0.5008,medium,rose,0.7413,satin,0.5088,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-amarena,#d24e5f,Laura Geller,Italian Marble Lipstick,Amarena,lipstick,"{""r"":210,""g"":78,""b"":95}","{""h"":352.27,""s"":59.46,""l"":56.47}",51.8154,53.2338,18.3678,51.82,59.46,352.27,warm,0.99,medium,red,0.65,satin,0.5088,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
laura-geller-just-peachy-peach-pink,#c05d5a,Laura Geller,Jelly Balm Hydrating Lip Color,Just Peachy - peach pink,lipstick,"{""r"":192,""g"":93,""b"":90}","{""h"":1.76,""s"":44.74,""l"":55.29}",51.5835,39.3928,20.5278,51.58,44.74,1.76,warm,0.99,medium,peach,0.45,sheer,0.99,"[""warm"",""neutral""]","[""light"",""medium"",""tan"",""deep""]",autumn
laura-geller-in-the-buff-neutral-pink,#f0798b,Laura Geller,Jelly Balm Hydrating Lip Color,In the Buff - neutral pink,lipstick,"{""r"":240,""g"":121,""b"":139}","{""h"":350.92,""s"":79.87,""l"":70.78}",65.0172,47.3933,11.7509,65.02,79.87,350.92,neutral,0.8293,light,pink,0.6167,sheer,0.99,"[""warm"",""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan""]",summer
laura-geller-figger-than-life-berry-pink,#d85d6d,Laura Geller,Jelly Balm Hydrating Lip Color,Figger Than Life - berry pink,lipstick,"{""r"":216,""g"":93,""b"":109}","{""h"":352.2,""s"":61.19,""l"":60.59}",55.6201,49.6623,15.4413,55.62,61.19,352.2,cool,0.5782,medium,berry,0.45,sheer,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
laura-geller-brick-house-red-berry,#d45257,Laura Geller,Jelly Balm Hydrating Lip Color,Brick House - red berry,lipstick,"{""r"":212,""g"":82,""b"":87}","{""h"":357.69,""s"":60.19,""l"":57.65}",52.646,51.5554,24.2689,52.65,60.19,357.69,warm,0.6198,medium,red,0.6346,sheer,0.99,"[""warm"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",spring
laura-geller-jammin-plum-berry,#95485e,Laura Geller,Jelly Balm Hydrating Lip Color,Jammin' - plum berry,lipstick,"{""r"":149,""g"":72,""b"":94}","{""h"":342.86,""s"":34.84,""l"":43.33}",40.9511,34.7514,2.3277,40.95,34.84,342.86,cool,0.99,deep,berry,0.6233,sheer,0.99,"[""cool"",""neutral""]","[""fair"",""light"",""medium"",""tan"",""deep""]",winter
